"Paper","Organism","Raw data avilable","Gmatrix","Pmatrix","cormatrix","directory","data link","Reference","Taxon1","Taxon2","NA","NA","NA","NA"
"Gun1997.216.csv","Callosobruchus.maculatus",NA,0,NA,1,NA,NA,"Guntrip.et.al.1997.Her","I","A",NA,NA,NA,NA
"Gun1997.217.csv","Callosobruchus.maculatus",NA,0,NA,1,NA,NA,"Guntrip.et.al.1997.Her","I","A",NA,NA,NA,NA
"Gun1997.218.csv","Callosobruchus.maculatus",NA,0,NA,1,NA,NA,"Guntrip.et.al.1997.Her","I","A",NA,NA,NA,NA
"Har2001.478.csv","Macadamia.integrifolia",NA,0,NA,1,NA,NA,"Hardner.et.al.2001.Euphytica","P","P",NA,NA,NA,NA
"Hau2005.474.csv","Arabidopsis.thaliana",NA,0,NA,1,NA,NA,"Hausmann.et.al.2005.Evo","P","P",NA,NA,NA,NA
"Hau2005.475.csv","Arabidopsis.thaliana",NA,0,NA,1,NA,NA,"Hausmann.et.al.2005.Evo","P","P",NA,NA,NA,NA
"Hau2005.476.csv","Arabidopsis.thaliana",NA,0,NA,1,NA,NA,"Hausmann.et.al.2005.Evo","P","P",NA,NA,NA,NA
"Hau2005.477.csv","Arabidopsis.thaliana",NA,0,NA,1,NA,NA,"Hausmann.et.al.2005.Evo","P","P",NA,NA,NA,NA
"Hin2004.223.csv","Drosophila.serrata",NA,0,NA,1,NA,NA,"Hine.et.al.2004","I","A",NA,NA,NA,NA
"Hin2004.224.csv","Drosophila.serrata",NA,0,NA,1,NA,NA,"Hine.et.al.2004","I","A",NA,NA,NA,NA
"Hin2006.221.csv","Drosophila.serrata",NA,0,NA,1,NA,NA,"Hine.Blows.2006.Gen","I","A",NA,NA,NA,NA
"Hin2006.222.csv","Drosophila.serrata",NA,0,NA,1,NA,NA,"Hine.Blows.2006.Gen","I","A",NA,NA,NA,NA
"Hlu2009.243.csv","Papio.hamadryas",NA,0,NA,1,NA,NA,"Hlusko.Mahaney.2009","V","A",NA,NA,NA,NA
"Hou2005.226.csv","Onthophagus.taurus",NA,0,NA,1,NA,NA,"House.Simmons.2005.JEB","I","A",NA,NA,NA,NA
"Hug1995.227.csv","Drosophila.melanogaster",NA,0,NA,1,NA,NA,"Hughes.et.al.1995.Evo","I","A",NA,NA,NA,NA
"Hug2005.228.csv","Poecilia.reticulata",NA,0,NA,1,NA,NA,"Hughes.et.al.2005.JEB","V","A",NA,NA,NA,NA
"Hug2005.229.csv","Poecilia.reticulata",NA,0,NA,1,NA,NA,"Hughes.et.al.2005.JEB","V","A",NA,NA,NA,NA
"Hun2007.230.csv","Teleogryllus.commodus",NA,0,NA,1,NA,NA,"Hunt.et.al.2007.Gen","I","A",NA,NA,NA,NA
"Imb2001.245.csv","Crepis.sancta",NA,0,NA,1,NA,NA,"Imbert.2001.Her","P","P",NA,NA,NA,NA
"Jen2003.246.csv","Passer.domesticus",NA,0,NA,1,NA,NA,"Jensen.et.al.2003","V","A",NA,NA,NA,NA
"Jen2003.247.csv","Passer.domesticus",NA,0,NA,1,NA,NA,"Jensen.et.al.2003","V","A",NA,NA,NA,NA
"Jen2003.248.csv","Passer.domesticus",NA,0,NA,1,NA,NA,"Jensen.et.al.2003","V","A",NA,NA,NA,NA
"Kac2008.256.csv","Innicotiana.alata",NA,0,NA,1,NA,NA,"Kaczorowski.et.al.2008","P","P",NA,NA,NA,NA
"Kau2002.479.csv","Oncorhynchus.mykiss",NA,0,NA,1,NA,NA,"Kause.et.al.2002.Aqua","V","A",NA,NA,NA,NA
"Kau2003.250.csv","Oncorhynchus.mykiss",NA,0,NA,1,NA,NA,"Kause.et.al.2003.Aqua","V","A",NA,NA,NA,NA
"Kim2010.257.csv","Taeniopygia.guttata",NA,0,NA,1,NA,NA,"Kim.et.al.2010","V","A",NA,NA,NA,NA
"Kin2004.254.csv","Pieris.rapae",NA,0,NA,1,NA,NA,"Kingsolver.et.al.2004","I","A",NA,NA,NA,NA
"Kin2006.252.csv","Pieris.rapae",NA,0,NA,1,NA,NA,"Kingsolver.et.al.2006.EvoEcoRes","P","P",NA,NA,NA,NA
"Kin2006.253.csv","Pieris.rapae",NA,0,NA,1,NA,NA,"Kingsolver.et.al.2006.EvoEcoRes","P","P",NA,NA,NA,NA
"Kra2006.469.csv","Rana.lessonae",NA,0,NA,1,NA,NA,"Kraft.et.al.2006","V","A",NA,NA,NA,NA
"Kra2006.470.csv","Rana.lessonae",NA,0,NA,1,NA,NA,"Kraft.et.al.2006","V","A",NA,NA,NA,NA
"Kum2007.255.csv","lowland.rice",NA,0,NA,1,NA,NA,"Kumar.et.al.2007","P","P",NA,NA,NA,NA
"Len2003.258.csv","Phlox.drummondii",NA,0,NA,1,NA,NA,"Lendvai.Levin.2003.Her","P","P",NA,NA,NA,NA
"McD2005.265.csv","Ceratodon.purpureus",NA,0,NA,1,NA,NA,"McDaniel.2005.Evo","P","P",NA,NA,NA,NA
"McD2005.266.csv","Ceratodon.purpureus",NA,0,NA,1,NA,NA,"McDaniel.2005.Evo","P","P",NA,NA,NA,NA
"McD2005.267.csv","Ceratodon.purpureus",NA,0,NA,1,NA,NA,"McDaniel.2005.Evo","P","P",NA,NA,NA,NA
"McG2005.278.csv","Melanotaenia.duboulayi",NA,0,NA,1,NA,NA,"McGuigan.et.al.2005","V","A",NA,NA,NA,NA
"McG2006.277.csv","Melanotaenia.eachamensis",NA,0,NA,1,NA,NA,"McGuigan.2006.MolEco","V","A",NA,NA,NA,NA
"McG2007.274.csv","Drosophila.bunnanda",NA,0,NA,1,NA,NA,"McGuigan.Blows.2007.Evo","I","A",NA,NA,NA,NA
"McG2007.276.csv","Drosophila.bunnanda",NA,0,NA,1,NA,NA,"McGuigan.Blows.2007.Evo","I","A",NA,NA,NA,NA
"McG2008.298.csv","Drosophila.bunnanda",NA,0,NA,1,NA,NA,"McGuigan.et.al.2008.AmNat","I","A",NA,NA,NA,NA
"Mer1993.282.csv","Ficedula.albicollis",NA,0,NA,1,NA,NA,"Merila.Gustafsson.1993.Her","V","A",NA,NA,NA,NA
"Mer1994.286.csv","Ficedula.albicollis",NA,0,NA,1,NA,NA,"Merila.et.al.1994.BJLS","V","A",NA,NA,NA,NA
"Mer1996.279.csv","Ficedula.albicollis",NA,0,NA,1,NA,NA,"Merila.Gustafsson.1996.Her","V","A",NA,NA,NA,NA
"Mer1996.280.csv","Ficedula.albicollis",NA,0,NA,1,NA,NA,"Merila.Gustafsson.1996.Her","V","A",NA,NA,NA,NA
"Mer1996.281.csv","Ficedula.albicollis",NA,0,NA,1,NA,NA,"Merila.Gustafsson.1996.Her","V","A",NA,NA,NA,NA
"Mil2000.294.csv","Ovis.aries",NA,0,NA,1,NA,NA,"Milner.et.al.2000.JEB","V","A",NA,NA,NA,NA
"Mil2000.295.csv","Ovis.aries",NA,0,NA,1,NA,NA,"Milner.et.al.2000.JEB","V","A",NA,NA,NA,NA
"Mit1993.291.csv","Penstemon.centranthifolius",NA,0,NA,1,NA,NA,"Mitchell.Shaw.1993.Her","P","P",NA,NA,NA,NA
"Mit1998.292.csv","Penstemon.centranthifolius",NA,0,NA,1,NA,NA,"Mitchell.et.al.1998.IJPS","P","P",NA,NA,NA,NA
"Moo2004.297.csv","Nauphoeta.cinerea",NA,0,NA,1,NA,NA,"Moore.et.al.2004.Evo","I","A",NA,NA,NA,NA
"Muh1996.288.csv","Scathophaga.stercoraria",NA,0,NA,1,NA,NA,"Muhlhauser.et.al.1996.AB","I","A",NA,NA,NA,NA
"Muh1996.290.csv","Scathophaga.stercoraria",NA,0,NA,1,NA,NA,"Muhlhauser.et.al.1996.AB","I","A",NA,NA,NA,NA
"Nes2005.299.csv","Phyllotis.darwini",NA,0,NA,1,NA,NA,"Nespolo.et.al.2005","V","A",NA,NA,NA,NA
"Nor1997.301.csv","Drosophila.buzzatii",NA,0,NA,1,NA,NA,"Norry.et.al.1997.Genetica","I","A",NA,NA,NA,NA
"Nor2000.304.csv","Drosophila.buzzatii",NA,0,NA,1,NA,NA,"Norry.et.al.2000.Her","I","A",NA,NA,NA,NA
"Par2005.311.csv","Gallus.gallus",NA,0,NA,1,NA,NA,"Parker.Garant.2005.JEB","V","A",NA,NA,NA,NA
"Par2005.312.csv","Gallus.gallus",NA,0,NA,1,NA,NA,"Parker.Garant.2005.JEB","V","A",NA,NA,NA,NA
"Pet2005.313.csv","Drosophila.serrata",NA,0,NA,1,NA,NA,"Petfield.et.al.2005.PNAS","I","A",NA,NA,NA,NA
"Pet2005.314.csv","Drosophila.serrata",NA,0,NA,1,NA,NA,"Petfield.et.al.2005.PNAS","I","A",NA,NA,NA,NA
"Pet2005.315.csv","Drosophila.serrata",NA,0,NA,1,NA,NA,"Petfield.et.al.2005.PNAS","I","A",NA,NA,NA,NA
"Phi1998.333.csv","Rana.sylvatica",NA,0,NA,1,NA,NA,"Phillips.1998.JEB","V","A",NA,NA,NA,NA
"Phi2001.316.csv","Drosophila.melanogaster",NA,0,NA,1,NA,NA,"Phillips.et.al.2001","I","A",NA,NA,NA,NA
"Phi2001.317.csv","Drosophila.melanogaster",NA,0,NA,1,NA,NA,"Phillips.et.al.2001","I","A",NA,NA,NA,NA
"Pod1997.318.csv","Clarkia.dudleyana",NA,0,NA,1,NA,NA,"Podolsky.et.al.1997.Evo","P","P",NA,NA,NA,NA
"Pod1997.319.csv","Clarkia.dudleyana",NA,0,NA,1,NA,NA,"Podolsky.et.al.1997.Evo","P","P",NA,NA,NA,NA
"Pol2004.321.csv","Drosophila.bipectinata",NA,0,NA,1,NA,NA,"Polak.et.al.2004.Evo","I","A",NA,NA,NA,NA
"Pol2004.323.csv","Drosophila.bipectinata",NA,0,NA,1,NA,NA,"Polak.et.al.2004.Evo","I","A",NA,NA,NA,NA
"Pre1998.334.csv","Aquarius.remigis",NA,0,NA,1,NA,NA,"Preziosi.Roff.1998.Her","I","A",NA,NA,NA,NA
"Pre1998.336.csv","Aquarius.remigis",NA,0,NA,1,NA,NA,"Preziosi.Roff.1998.Her","I","A",NA,NA,NA,NA
"Rau2002.339.csv","Nicrophorus.pustulatus",NA,0,NA,1,NA,NA,"Rauter.Moore.2002.Evo","I","A",NA,NA,NA,NA
"Rau2002.341.csv","Nicrophorus.pustulatus",NA,0,NA,1,NA,NA,"Rauter.Moore.2002.Evo","I","A",NA,NA,NA,NA
"Rea2000.342.csv","Ovis.canadiensis",NA,0,NA,1,NA,NA,"Reale.Festa-Bianchet.2000.Her","V","A",NA,NA,NA,NA
"Rea2002.344.csv","Gryllus.firmus",NA,0,NA,1,NA,NA,"Reale.Roff.2002.AB","I","A",NA,NA,NA,NA
"Rel2005.347.csv","Rana.sylvatica",NA,0,NA,1,NA,NA,"Relyea.2005.JEB","V","A",NA,NA,NA,NA
"Rel2005.348.csv","Rana.sylvatica",NA,0,NA,1,NA,NA,"Relyea.2005.JEB","V","A",NA,NA,NA,NA
"Rob2009.372.csv","Ovis.aries",NA,0,NA,1,NA,NA,"Robinson.et.al.2009","V","A",NA,NA,NA,NA
"Rob2009.373.csv","Ovis.aries",NA,0,NA,1,NA,NA,"Robinson.et.al.2009","V","A",NA,NA,NA,NA
"Rod2003.349.csv","Achroia.grisella",NA,0,NA,1,NA,NA,"Rodriguez.Greenfield.2003.Evo","I","A",NA,NA,NA,NA
"Rod2003.351.csv","Achroia.grisella",NA,0,NA,1,NA,NA,"Rodriguez.Greenfield.2003.Evo","I","A",NA,NA,NA,NA
"Rof1999.355.csv","Allonemobius.socius",NA,0,NA,1,NA,NA,"Roff.Mousseau.1999","I","A",NA,NA,NA,NA
"Rof1999.356.csv","Allonemobius.socius",NA,0,NA,1,NA,NA,"Roff.Mousseau.1999","I","A",NA,NA,NA,NA
"Rof1999.357.csv","Allonemobius.socius",NA,0,NA,1,NA,NA,"Roff.Mousseau.1999","I","A",NA,NA,NA,NA
"Rof1999.358.csv","Allonemobius.socius",NA,0,NA,1,NA,NA,"Roff.Mousseau.1999","I","A",NA,NA,NA,NA
"Rof1999.359.csv","Allonemobius.socius",NA,0,NA,1,NA,NA,"Roff.Mousseau.1999","I","A",NA,NA,NA,NA
"Rof1999.360.csv","Allonemobius.socius",NA,0,NA,1,NA,NA,"Roff.Mousseau.1999","I","A",NA,NA,NA,NA
"Rof1999.361.csv","Allonemobius.socius",NA,0,NA,1,NA,NA,"Roff.Mousseau.1999","I","A",NA,NA,NA,NA
"Rof1999.362.csv","Allonemobius.socius",NA,0,NA,1,NA,NA,"Roff.Mousseau.1999","I","A",NA,NA,NA,NA
"Rof1999.363.csv","Allonemobius.socius",NA,0,NA,1,NA,NA,"Roff.Mousseau.1999","I","A",NA,NA,NA,NA
"Rof2004.364.csv","Hirundo.rustica",NA,0,NA,1,NA,NA,"Roff.et.al.2004","V","A",NA,NA,NA,NA
"Rof2004.365.csv","Hirundo.rustica",NA,0,NA,1,NA,NA,"Roff.et.al.2004","V","A",NA,NA,NA,NA
"Rof2004.366.csv","Hirundo.rustica",NA,0,NA,1,NA,NA,"Roff.et.al.2004","V","A",NA,NA,NA,NA
"Ron2000.368.csv","Allium.vineale",NA,0,NA,1,NA,NA,"Ronshein.Bever.2000.AJB","P","P",NA,NA,NA,NA
"Ron2000.369.csv","Allium.vineale",NA,0,NA,1,NA,NA,"Ronshein.Bever.2000.AJB","P","P",NA,NA,NA,NA
"San2003.374.csv","Encelia.farinosa",NA,0,NA,1,NA,NA,"Sandquist.Ehleringer.2003.AJB","P","P",NA,NA,NA,NA
"San2003.375.csv","Encelia.farinosa",NA,0,NA,1,NA,NA,"Sandquist.Ehleringer.2003.AJB","P","P",NA,NA,NA,NA
"San2003.376.csv","Encelia.farinosa",NA,0,NA,1,NA,NA,"Sandquist.Ehleringer.2003.AJB","P","P",NA,NA,NA,NA
"Sch1992.380.csv","Gutierrezia.microcephala",NA,0,NA,1,NA,NA,"Schuster.et.al.1992.AJB","P","P",NA,NA,NA,NA
"Sek2006.382.csv","Parnara.guttata.guttata",NA,0,NA,1,NA,NA,"Seko.2006.PopEco","I","A",NA,NA,NA,NA
"Sek2006.383.csv","Parnara.guttata.guttata",NA,0,NA,1,NA,NA,"Seko.2006.PopEco","I","A",NA,NA,NA,NA
"Sek2006.384.csv","Parnara.guttata.guttata",NA,0,NA,1,NA,NA,"Seko.2006.PopEco","I","A",NA,NA,NA,NA
"Ser2000.385.csv","Drosophila.melanogaster",NA,0,NA,1,NA,NA,"Service.2000.GenRes","I","A",NA,NA,NA,NA
"Ser2000.386.csv","Drosophila.melanogaster",NA,0,NA,1,NA,NA,"Service.2000.GenRes","I","A",NA,NA,NA,NA
"Ser2000.387.csv","Drosophila.melanogaster",NA,0,NA,1,NA,NA,"Service.2000.GenRes","I","A",NA,NA,NA,NA
"Ser2000.388.csv","Drosophila.melanogaster",NA,0,NA,1,NA,NA,"Service.2000.GenRes","I","A",NA,NA,NA,NA
"Ser2000.389.csv","Drosophila.melanogaster",NA,0,NA,1,NA,NA,"Service.2000.GenRes","I","A",NA,NA,NA,NA
"Ser2000.390.csv","Drosophila.melanogaster",NA,0,NA,1,NA,NA,"Service.2000.GenRes","I","A",NA,NA,NA,NA
"Ser2000.391.csv","Drosophila.melanogaster",NA,0,NA,1,NA,NA,"Service.2000.GenRes","I","A",NA,NA,NA,NA
"Ser2000.392.csv","Drosophila.melanogaster",NA,0,NA,1,NA,NA,"Service.2000.GenRes","I","A",NA,NA,NA,NA
"Ser2000.393.csv","Drosophila.melanogaster",NA,0,NA,1,NA,NA,"Service.2000.GenRes","I","A",NA,NA,NA,NA
"Sgr2004.396.csv","Drosophila.serrata",NA,0,NA,1,NA,NA,"Sgro.Blows.2004","I","A",NA,NA,NA,NA
"She2003.402.csv","Ficedula.albicollis",NA,0,NA,1,NA,NA,"Sheldon.et.al.2003.Evo","V","A",NA,NA,NA,NA
"She2003.404.csv","Ficedula.albicollis",NA,0,NA,1,NA,NA,"Sheldon.et.al.2003.Evo","V","A",NA,NA,NA,NA
"She2009.418.csv","Avena.barbata",NA,0,NA,1,NA,NA,"Sherrard.et.al.2009","P","P",NA,NA,NA,NA
"She2009.419.csv","Avena.barbata",NA,0,NA,1,NA,NA,"Sherrard.et.al.2009","P","P",NA,NA,NA,NA
"Sim2004.399.csv","Teleogryllus.oceanicus",NA,0,NA,1,NA,NA,"Simmons.2004.AB","I","A",NA,NA,NA,NA
"Sim2004.400.csv","Teleogryllus.oceanicus",NA,0,NA,1,NA,NA,"Simmons.2004.AB","I","A",NA,NA,NA,NA
"Smi2008.420.csv","Ipomoea.purpurea",NA,0,NA,1,NA,NA,"Smith.Rausher.2008","P","P",NA,NA,NA,NA
"Sta2004.405.csv","Sinapsis.arvensis",NA,0,NA,1,NA,NA,"Stanton.et.al.2004.AmNat","P","P",NA,NA,NA,NA
"Sta2004.406.csv","Sinapsis.arvensis",NA,0,NA,1,NA,NA,"Stanton.et.al.2004.AmNat","P","P",NA,NA,NA,NA
"Sta2004.407.csv","Sinapsis.arvensis",NA,0,NA,1,NA,NA,"Stanton.et.al.2004.AmNat","P","P",NA,NA,NA,NA
"Sta2004.408.csv","Sinapsis.arvensis",NA,0,NA,1,NA,NA,"Stanton.et.al.2004.AmNat","P","P",NA,NA,NA,NA
"Ste2007.414.csv","Silene.latifolia",NA,0,NA,1,NA,NA,"Steven.et.al.2007.Evo","P","P",NA,NA,NA,NA
"Ste2007.415.csv","Silene.latifolia",NA,0,NA,1,NA,NA,"Steven.et.al.2007.Evo","P","P",NA,NA,NA,NA
"Ste2007.416.csv","Silene.latifolia",NA,0,NA,1,NA,NA,"Steven.et.al.2007.Evo","P","P",NA,NA,NA,NA
"Ste2007.417.csv","Silene.latifolia",NA,0,NA,1,NA,NA,"Steven.et.al.2007.Evo","P","P",NA,NA,NA,NA
"Str2004.394.csv","Enallagma.cyathigerum",NA,0,NA,1,NA,NA,"Strobbe.Stoks.2004.BJLS","P","P",NA,NA,NA,NA
"Str2004.395.csv","Enallagma.cyathigerum",NA,0,NA,1,NA,NA,"Strobbe.Stoks.2004.BJLS","P","P",NA,NA,NA,NA
"van2004.251.csv","Mimulus.guttatus",NA,0,NA,1,NA,NA,"van.Kleuman.Ritland.2004","P","P",NA,NA,NA,NA
"Ven1995.422.csv","Heterosperma.pinnatum",NA,0,NA,1,NA,NA,"Venable.et.al.1995.AJB","P","P",NA,NA,NA,NA
"Vor2005.423.csv","Myzus.persicae",NA,0,NA,1,NA,NA,"Vorburger.2005.Evo","I","A",NA,NA,NA,NA
"Wal2000.426.csv","Scabiosa.columaria",NA,0,NA,1,NA,NA,"Waldmann.Andersson.2000","P","P",NA,NA,NA,NA
"Wal2000.427.csv","Scabiosa.columaria",NA,0,NA,1,NA,NA,"Waldmann.Andersson.2000","P","P",NA,NA,NA,NA
"Wal2000.428.csv","Scabiosa.columaria",NA,0,NA,1,NA,NA,"Waldmann.Andersson.2000","P","P",NA,NA,NA,NA
"Wal2000.429.csv","Scabiosa.columaria",NA,0,NA,1,NA,NA,"Waldmann.Andersson.2000","P","P",NA,NA,NA,NA
"Wal2000.430.csv","Scabiosa.columaria",NA,0,NA,1,NA,NA,"Waldmann.Andersson.2000","P","P",NA,NA,NA,NA
"Wal2000.431.csv","Scabiosa.columaria",NA,0,NA,1,NA,NA,"Waldmann.Andersson.2000","P","P",NA,NA,NA,NA
"Wal2000.432.csv","Scabiosa.columaria",NA,0,NA,1,NA,NA,"Waldmann.Andersson.2000","P","P",NA,NA,NA,NA
"Wal2000.480.csv","Scabiosa.columaria",NA,0,NA,1,NA,NA,"Waldmann.Andersson.2000","P","P",NA,NA,NA,NA
"Wal2000.481.csv","Scabiosa.columaria",NA,0,NA,1,NA,NA,"Waldmann.Andersson.2000","P","P",NA,NA,NA,NA
"Wat2001.434.csv","Hyla.regilla",NA,0,NA,1,NA,NA,"Watkins.2001.Evo","V","A",NA,NA,NA,NA
"Whi2002.437.csv","Drosophila.melanogaster",NA,0,NA,1,NA,NA,"Whitlock.et.al.2002","I","A",NA,NA,NA,NA
"Whi2002.438.csv","Drosophila.melanogaster",NA,0,NA,1,NA,NA,"Whitlock.et.al.2002","I","A",NA,NA,NA,NA
"Whi2002.439.csv","Drosophila.melanogaster",NA,0,NA,1,NA,NA,"Whitlock.et.al.2002","I","A",NA,NA,NA,NA
"Whi2002.440.csv","Drosophila.melanogaster",NA,0,NA,1,NA,NA,"Whitlock.et.al.2002","I","A",NA,NA,NA,NA
"Whi2002.471.csv","Drosophila.melanogaster",NA,0,NA,1,NA,NA,"Whitlock.et.al.2002","I","A",NA,NA,NA,NA
"Wid2002.441.csv","Brassica.cretiica",NA,0,NA,1,NA,NA,"Widen.et.al.2002","P","P",NA,NA,NA,NA
"Wid2002.442.csv","Brassica.cretiica",NA,0,NA,1,NA,NA,"Widen.et.al.2002","P","P",NA,NA,NA,NA
"Wid2002.443.csv","Brassica.cretiica",NA,0,NA,1,NA,NA,"Widen.et.al.2002","P","P",NA,NA,NA,NA
"Wid2002.445.csv","Brassica.cretiica",NA,0,NA,1,NA,NA,"Widen.et.al.2002","P","P",NA,NA,NA,NA
"Wil2005.446.csv","Ovis.canadiensis",NA,0,NA,1,NA,NA,"Wilson.et.al.2005.AmNat","V","A",NA,NA,NA,NA
"Wor2000.447.csv","Eichhornia.paniculata",NA,0,NA,1,NA,NA,"Worley.Barrett.2000.Evo","P","P",NA,NA,NA,NA
