"winglength","basitarsuslength","eyelength","scutellumlength","greatestwidthofpalatalplate"
1,0.447608184696818,0.469327688644662,0.676545893564073,0.331759940698895
0.447608184696818,1,0.326621292895257,0.364106867756113,0.216790608557624
0.469327688644662,0.326621292895257,1,0.76835521650809,0.402617712590307
0.676545893564073,0.364106867756113,0.76835521650809,1,0.078097039908887
0.331759940698895,0.216790608557624,0.402617712590307,0.078097039908887,1
