"interLMdistanceH","interLMdistanceI","interLMdistanceC","interLMdistanceA","interLMdistanceD"
1,0.548427779578216,0.104086911913269,-0.12765450048629,0.271922385511083
0.548427779578216,1,0.218445582919964,-0.180507926978645,0.657469762292075
0.104086911913269,0.218445582919964,1,0.374396866370635,0.46293593518513
-0.12765450048629,-0.180507926978645,0.374396866370635,1,0.0350167834303982
0.271922385511083,0.657469762292075,0.46293593518513,0.0350167834303982,1
