"interLMdistanceH","interLMdistanceC","interLMdistanceI","interLMdistanceG","interLMdistanceF"
1,0.0231707466143614,0.477149586549828,-0.157871193074629,0.239921096422458
0.0231707466143614,1,0.241191148497346,0.70247636710776,0.462904506323645
0.477149586549828,0.241191148497346,1,0.129728609923375,0.735143323967765
-0.157871193074629,0.70247636710776,0.129728609923375,1,0.611156044471487
0.239921096422458,0.462904506323645,0.735143323967765,0.611156044471487,1
