"ventralscales","subcaudalscales","midbodydorsalscales","infralabialscales","supralabialscales","postocularscales"
1,0.307526104555213,0.0394513452472914,0.0662660207355729,0.0723573041031813,0.0900252124653853
0.307526104555213,1,-0.174018442673908,0.101576797217017,0.0123527849347635,0.0234545261672985
0.0394513452472914,-0.174018442673908,1,0.210432680057783,0.114315873853292,0.0513702560423351
0.0662660207355729,0.101576797217017,0.210432680057783,1,0.207575464229944,0.0578131909288842
0.0723573041031813,0.0123527849347635,0.114315873853292,0.207575464229944,1,0.0941316900500896
0.0900252124653853,0.0234545261672985,0.0513702560423351,0.0578131909288842,0.0941316900500896,1
