"ventralscales","subcaudalscales","midbodydorsalscales","infralabialscales","supralabialscales","postocularscales"
1,0.0803892205016437,0.00971481782330879,-0.0415711198191415,0.156329211500549,0.0352772092052354
0.0803892205016437,1,0.019081696219912,0.0883694330907795,-0.0134892528046281,0.146316340132533
0.00971481782330879,0.019081696219912,1,-0.00266713138070806,0.141248249925475,0.0553511868018095
-0.0415711198191415,0.0883694330907795,-0.00266713138070806,1,0.24549345848339,0.0563942349404021
0.156329211500549,-0.0134892528046281,0.141248249925475,0.24549345848339,1,0.0672170255512214
0.0352772092052354,0.146316340132533,0.0553511868018095,0.0563942349404021,0.0672170255512214,1
