"petallength","petalwidth","petalclawwidth","ovarylength","hypanthiumlength"
1,0.74725146500039,0.177680702035849,0.536768194364187,0.390142008807765
0.74725146500039,1,0.304023381130635,0.344051843552049,0.198184524948205
0.177680702035849,0.304023381130635,1,0.168424205117877,-0.00931324528650106
0.536768194364187,0.344051843552049,0.168424205117877,1,0.363171334543172
0.390142008807765,0.198184524948205,-0.00931324528650106,0.363171334543172,1
