"ventralscales","subcaudalscales","midbodydorsalscales","infralabialscales","supralabialscales","postocularscales"
1,0.239557651213112,-0.0468652865902676,0.0450326111319121,0.0584229281645611,-0.0170426380698581
0.239557651213112,1,0.0623131232085658,0.0437499005857353,-0.0734955175958581,0.033101686804377
-0.0468652865902676,0.0623131232085658,1,0.021274286459848,0.0503467277179526,-0.0832708462949047
0.0450326111319121,0.0437499005857353,0.021274286459848,1,0.0485894610644568,0.0422796975010838
0.0584229281645611,-0.0734955175958581,0.0503467277179526,0.0485894610644568,1,0.0530961005639275
-0.0170426380698581,0.033101686804377,-0.0832708462949047,0.0422796975010838,0.0530961005639275,1
