"Tarsus","Head","Cap","Back","Wing","Chest"
1,0.396181035612098,0.125732762089936,-0.0428303822283349,0.0782135110346323,0.0321227866712512
0.396181035612098,1,0.17428408038012,0.0408163265306122,0.021295885499998,0.0612244897959184
0.125732762089936,0.17428408038012,1,0.250533365546422,0.420563176006792,-0.021785510047515
-0.0428303822283349,0.0408163265306122,0.250533365546422,1,0.223606797749979,0.13265306122449
0.0782135110346323,0.021295885499998,0.420563176006792,0.223606797749979,1,0.063887656499994
0.0321227866712512,0.0612244897959184,-0.021785510047515,0.13265306122449,0.063887656499994,1
