"Z.Z.5.9.C25.2","Z.9.C25.1","Z.9.C26.1","X2.ME.C26","Z.Z.5.9.C27.2","X2.ME.C28","Z.Z.5.9.C29.2","X2.ME.C30"
1,0.760263547055395,0.84619723831539,0.600695951476679,0.736879689812412,0.737092489304274,0.581274897266162,0.708746241579455
0.760263547055395,1,0.765483728145744,0.453150424104438,0.622940798583913,0.632744568668274,0.501922943704363,0.624519424637612
0.84619723831539,0.765483728145744,1,0.58914309805106,0.836703730074887,0.791932328228024,0.601620688564363,0.78468330093435
0.600695951476679,0.453150424104438,0.58914309805106,1,0.580666563992357,0.834277637103589,0.522730113474341,0.643723958579994
0.736879689812412,0.622940798583913,0.836703730074887,0.580666563992357,1,0.726603992025681,0.670194150160609,0.709751369814282
0.737092489304274,0.632744568668274,0.791932328228024,0.834277637103589,0.726603992025681,1,0.635800743408526,0.945281481143019
0.581274897266162,0.501922943704363,0.601620688564363,0.522730113474341,0.670194150160609,0.635800743408526,1,0.616091738751811
0.708746241579455,0.624519424637612,0.78468330093435,0.643723958579994,0.709751369814282,0.945281481143019,0.616091738751811,1
