"petallength","petalwidth","petalclawwidth","ovarylength","hypanthiumlength"
1,0.668904887210159,0.0538448898691994,0.488542024466659,0.301038102836927
0.668904887210159,1,0.0992451259590841,0.376425248943574,0.170431677856451
0.0538448898691994,0.0992451259590841,1,0.06785891075358,0.020901814884294
0.488542024466659,0.376425248943574,0.06785891075358,1,0.331436439827203
0.301038102836927,0.170431677856451,0.020901814884294,0.331436439827203,1
