"wingarea","wingveinangle1","wingveinangle2","wingveinangle3","wingveinangle4","wingveinangle5"
1,0.248591969921497,0.0511299452098059,0.0915781223185466,0.241905003809887,0.133405552544402
0.248591969921497,1,-0.444084861155507,0.214610863174476,0.534894320245928,-0.185797036330476
0.0511299452098059,-0.444084861155507,1,-0.0572437977303904,-0.1568807514926,0.175614666161296
0.0915781223185466,0.214610863174476,-0.0572437977303904,1,1.38068568594723,0.0326640445024235
0.241905003809887,0.534894320245928,-0.1568807514926,1.38068568594723,1,-0.0231884408647134
0.133405552544402,-0.185797036330476,0.175614666161296,0.0326640445024235,-0.0231884408647134,1
